HEDY_715,10
P86(F8G6),14
HC701,1
SmartQT20,16
MP-N719,2
VITA_V4W,12
LG-P993/P990,1
G9610,14
EGP008,1
f761I,1
KliTON_I618TD,9
P2A,4
B721,1
PULID_T8,1
HTC_Droid_Incredible_2,2
RSD_W102,5
TaiWan_Mobile_T2,1
Vee-Wo_A19,4
LM_A15,6
VLAND-EX405T,12
ZTE_N256,1
HS-T960,28
HE-N819,2
Novo10_Catpain_QuadCore,4
N612,17
N611,3
N616,2
X10_?H,5
T8620,434
GT_I9000,2
MTK8377_camera_3M*6M,1
HUAWEI_Y300-0151,9
SP-988,1
GT-S7572,1986
M785,1
Android_TV_on_Tcl_901,3
798,2
P2w,2
T558,1
NWZ-Z1000Series,33
Nexus_S_-_4.2.2_-_with_Google_Apps_-_API_17_-_480x800,1
T557,2
N97001,1
HTC_6160,8
crane_evb_v13,2
T550,108
TELSDA_T9989,11
E550,2
PULID_T6,1
KIUI,27
V881,43
Nygo5laim,2
SCH-i889,381
T55A,2
iocean_X7,1
01_v89_jbl1a698,2
hebe_plus,2
WIPAD,1
Digma_iDn7,1
IMGM9,2
AK-47,1
GSmart_Maya_M1,7
LG-P880g,1
JEED_E880(?:H),2
MID816,2
TABLET,1
EK-KC120S,2
Gnet_smartphone,1
Dorado_D18,13
s822_yl,2
EK-KC120K,1
Full_Android,15
lenovo-A820t,10
T118A,4
Dorado_D1+,7
Fimi-M4K,2
Z5808,1
G558A,2
UMO_T88,2
IdeaTabA2207A-H,584
PAD711,2
Lenovo_A288t,1107
XPERIA__Z,1
K01,12
crane-evb-v13,8
